,0
Разработка рабочей конструкторской документации (5537_35),746.0
"Личные установки и ценности, мировоззрение (2043_4)",638.0
"Ответственность , добросовестность (СК) (614_4)",586.0
Знание компьютерных программ (3753_35),502.0
Разработка проектной документации (5541_35),437.0
Умение работать в САПР (5244_35),390.0
Дисциплинированность (СК) (593_4),325.0
Знание нормативной и методической документации (4566_35),249.0
Выполнение конструктивных расчетов (5545_35),234.0
Навыки трехмерного моделирования (5475_35),206.0
Внимательность (СК) (536_4),191.0
Конструкторское сопровождение опытного и серийного производства (5518_35),189.0
"Саморазвитие, обучаемость (СК) (604_4)",182.0
Знание ЕСКД (7062_10),180.0
Разработка конструкторской документации (7077_10),177.0
Коммуникабельность (СК) (617_4),161.0
Командность (СК) (1371_4),136.0
Аккуратность (СК) (575_4),96.0
Согласование конструкторской документации (5543_35),91.0
Навык работы с офисными компьютерными программами (5249_35),88.0
Знания SCAD (5251_10),66.0
Подготовка чертежей по специальности или профилю работы (7181_10),64.0
Английский язык (ЯС) (1918_32),61.0
Чтение схем/чертежей (ОПТ) (3032_36),57.0
Кропотливость (СК) (623_4),47.0
Разработка технических заданий (5551_35),44.0
Стрессоустойчивость (СК) (601_4),43.0
Проверка проектной и конструкторской документации (5652_35),35.0
"Организаторские способности, лидерство (СК) (393_4)",33.0
Руководство проектными работами (6044_35),6.0
Руководство конструкторским отделом (5674_35),3.0
