,0
Разработка рабочей конструкторской документации (5537_35),1166.0
"Ответственность , добросовестность (СК) (614_4)",1102.0
"Личные установки и ценности, мировоззрение (2043_4)",998.0
Разработка проектной документации (5541_35),822.0
Знание компьютерных программ (3753_35),766.0
Умение работать в САПР (5244_35),663.0
Выполнение конструктивных расчетов (5545_35),576.0
Дисциплинированность (СК) (593_4),575.0
Знание нормативной и методической документации (4566_35),433.0
Конструкторское сопровождение опытного и серийного производства (5518_35),349.0
Знание ЕСКД (7062_10),320.0
Разработка конструкторской документации (7077_10),284.0
Командность (СК) (1371_4),256.0
Коммуникабельность (СК) (617_4),254.0
Навыки трехмерного моделирования (5475_35),249.0
Внимательность (СК) (536_4),238.0
Знания SCAD (5251_10),215.0
"Саморазвитие, обучаемость (СК) (604_4)",186.0
Разработка технических заданий (5551_35),160.0
Согласование конструкторской документации (5543_35),154.0
"Организаторские способности, лидерство (СК) (393_4)",123.0
Английский язык (ЯС) (1918_32),109.0
Кропотливость (СК) (623_4),100.0
Проверка проектной и конструкторской документации (5652_35),100.0
Навык работы с офисными компьютерными программами (5249_35),96.0
Аккуратность (СК) (575_4),94.0
Руководство проектными работами (6044_35),80.0
Чтение схем/чертежей (ОПТ) (3032_36),78.0
Руководство конструкторским отделом (5674_35),72.0
Подготовка чертежей по специальности или профилю работы (7181_10),66.0
Стрессоустойчивость (СК) (601_4),58.0
