,0
Разработка рабочей конструкторской документации (5537_35),2687.0
"Личные установки и ценности, мировоззрение (2043_4)",2479.0
Знание компьютерных программ (3753_35),1858.0
"Ответственность , добросовестность (СК) (614_4)",1749.0
Умение работать в САПР (5244_35),1625.0
Разработка проектной документации (5541_35),1493.0
Выполнение конструктивных расчетов (5545_35),1101.0
Знание нормативной и методической документации (4566_35),926.0
Навыки трехмерного моделирования (5475_35),857.0
Дисциплинированность (СК) (593_4),837.0
Конструкторское сопровождение опытного и серийного производства (5518_35),812.0
Внимательность (СК) (536_4),803.0
"Саморазвитие, обучаемость (СК) (604_4)",711.0
Знание ЕСКД (7062_10),699.0
Коммуникабельность (СК) (617_4),622.0
Разработка конструкторской документации (7077_10),620.0
Командность (СК) (1371_4),537.0
Согласование конструкторской документации (5543_35),340.0
Знания SCAD (5251_10),340.0
Кропотливость (СК) (623_4),319.0
Английский язык (ЯС) (1918_32),297.0
Навык работы с офисными компьютерными программами (5249_35),277.0
Аккуратность (СК) (575_4),270.0
Чтение схем/чертежей (ОПТ) (3032_36),249.0
Разработка технических заданий (5551_35),229.0
Стрессоустойчивость (СК) (601_4),216.0
Подготовка чертежей по специальности или профилю работы (7181_10),201.0
Проверка проектной и конструкторской документации (5652_35),129.0
"Организаторские способности, лидерство (СК) (393_4)",118.0
Руководство конструкторским отделом (5674_35),24.0
Руководство проектными работами (6044_35),21.0
