,0
Разработка рабочей конструкторской документации (5537_35),561.0
"Личные установки и ценности, мировоззрение (2043_4)",492.0
"Ответственность , добросовестность (СК) (614_4)",478.0
Умение работать в САПР (5244_35),413.0
Знание компьютерных программ (3753_35),385.0
Разработка проектной документации (5541_35),379.0
Знание нормативной и методической документации (4566_35),278.0
Выполнение конструктивных расчетов (5545_35),266.0
Дисциплинированность (СК) (593_4),245.0
Навыки трехмерного моделирования (5475_35),195.0
Конструкторское сопровождение опытного и серийного производства (5518_35),174.0
Знание ЕСКД (7062_10),163.0
Внимательность (СК) (536_4),156.0
Разработка конструкторской документации (7077_10),151.0
Командность (СК) (1371_4),129.0
Коммуникабельность (СК) (617_4),121.0
"Саморазвитие, обучаемость (СК) (604_4)",118.0
Знания SCAD (5251_10),102.0
Аккуратность (СК) (575_4),87.0
Согласование конструкторской документации (5543_35),81.0
Навык работы с офисными компьютерными программами (5249_35),76.0
Английский язык (ЯС) (1918_32),69.0
Кропотливость (СК) (623_4),68.0
Разработка технических заданий (5551_35),66.0
"Организаторские способности, лидерство (СК) (393_4)",51.0
Стрессоустойчивость (СК) (601_4),48.0
Проверка проектной и конструкторской документации (5652_35),45.0
Подготовка чертежей по специальности или профилю работы (7181_10),40.0
Руководство проектными работами (6044_35),24.0
Чтение схем/чертежей (ОПТ) (3032_36),23.0
Руководство конструкторским отделом (5674_35),23.0
