,0
"Ответственность , добросовестность (СК) (614_4)",931.0
Разработка рабочей конструкторской документации (5537_35),628.0
"Личные установки и ценности, мировоззрение (2043_4)",619.0
Знание компьютерных программ (3753_35),573.0
Дисциплинированность (СК) (593_4),448.0
Умение работать в САПР (5244_35),386.0
Разработка проектной документации (5541_35),373.0
"Саморазвитие, обучаемость (СК) (604_4)",270.0
Выполнение конструктивных расчетов (5545_35),263.0
Внимательность (СК) (536_4),201.0
Навыки трехмерного моделирования (5475_35),199.0
Коммуникабельность (СК) (617_4),164.0
Разработка конструкторской документации (7077_10),161.0
Конструкторское сопровождение опытного и серийного производства (5518_35),149.0
Знание нормативной и методической документации (4566_35),146.0
Командность (СК) (1371_4),136.0
Знание ЕСКД (7062_10),128.0
Чтение схем/чертежей (ОПТ) (3032_36),114.0
Аккуратность (СК) (575_4),82.0
Знания SCAD (5251_10),80.0
Кропотливость (СК) (623_4),74.0
Навык работы с офисными компьютерными программами (5249_35),70.0
Согласование конструкторской документации (5543_35),69.0
Подготовка чертежей по специальности или профилю работы (7181_10),66.0
Разработка технических заданий (5551_35),60.0
Английский язык (ЯС) (1918_32),55.0
Стрессоустойчивость (СК) (601_4),52.0
Проверка проектной и конструкторской документации (5652_35),36.0
"Организаторские способности, лидерство (СК) (393_4)",31.0
Руководство проектными работами (6044_35),4.0
Руководство конструкторским отделом (5674_35),2.0
