,0
Разработка рабочей конструкторской документации (5537_35),1460.0
"Ответственность , добросовестность (СК) (614_4)",1369.0
"Личные установки и ценности, мировоззрение (2043_4)",1348.0
Знание компьютерных программ (3753_35),1059.0
Разработка проектной документации (5541_35),899.0
Умение работать в САПР (5244_35),816.0
Дисциплинированность (СК) (593_4),769.0
Выполнение конструктивных расчетов (5545_35),585.0
Знание ЕСКД (7062_10),420.0
Конструкторское сопровождение опытного и серийного производства (5518_35),415.0
"Саморазвитие, обучаемость (СК) (604_4)",415.0
Знание нормативной и методической документации (4566_35),401.0
Навыки трехмерного моделирования (5475_35),388.0
Внимательность (СК) (536_4),364.0
Коммуникабельность (СК) (617_4),342.0
Разработка конструкторской документации (7077_10),332.0
Командность (СК) (1371_4),304.0
Согласование конструкторской документации (5543_35),177.0
Чтение схем/чертежей (ОПТ) (3032_36),139.0
Знания SCAD (5251_10),137.0
Разработка технических заданий (5551_35),136.0
Аккуратность (СК) (575_4),134.0
Навык работы с офисными компьютерными программами (5249_35),130.0
"Организаторские способности, лидерство (СК) (393_4)",119.0
Стрессоустойчивость (СК) (601_4),115.0
Подготовка чертежей по специальности или профилю работы (7181_10),112.0
Проверка проектной и конструкторской документации (5652_35),100.0
Английский язык (ЯС) (1918_32),96.0
Кропотливость (СК) (623_4),89.0
Руководство конструкторским отделом (5674_35),25.0
Руководство проектными работами (6044_35),21.0
