,0
"Личные установки и ценности, мировоззрение (2043_4)",85.0
"Ответственность , добросовестность (СК) (614_4)",27.0
Высокая работоспособность (СК) (586_4),22.0
Дисциплинированность (СК) (593_4),17.0
Окрашивание поверхностей вручную и механизированным способом (1418_10),15.0
Аккуратность (СК) (575_4),13.0
Внимательность (СК) (536_4),6.0
Выполнение штукатурки (456_10),4.0
Соблюдение правил охраны труда (ОПТ) (3790_36),4.0
Коммуникабельность (СК) (617_4),3.0
Пунктуальность (СК) (612_4),2.0
Нравственность (СК) (622_4),2.0
Трудолюбие (СК) (597_4),1.0
Ремонт штукатурки (357_10),1.0
"Оклеивание поверхностей бумажными, виниловыми и текстильными обоями (1423_10)",1.0
Инициативность (СК) (610_4),0.0
"Техника безопасности (бетон, арматура) (1607_10)",0.0
"Саморазвитие, обучаемость (СК) (604_4)",0.0
Командность (СК) (1371_4),0.0
Выполнение ремонтных работ (ОПТ) (8285_36),0.0
