,0
"Ответственность , добросовестность (СК) (614_4)",554.0
Дисциплинированность (СК) (593_4),384.0
"Личные установки и ценности, мировоззрение (2043_4)",310.0
Аккуратность (СК) (575_4),262.0
Окрашивание поверхностей вручную и механизированным способом (1418_10),133.0
Пунктуальность (СК) (612_4),113.0
Командность (СК) (1371_4),86.0
Коммуникабельность (СК) (617_4),85.0
Внимательность (СК) (536_4),84.0
Высокая работоспособность (СК) (586_4),45.0
Нравственность (СК) (622_4),43.0
Трудолюбие (СК) (597_4),32.0
"Саморазвитие, обучаемость (СК) (604_4)",23.0
"Оклеивание поверхностей бумажными, виниловыми и текстильными обоями (1423_10)",22.0
Выполнение ремонтных работ (ОПТ) (8285_36),19.0
Соблюдение правил охраны труда (ОПТ) (3790_36),18.0
Ремонт штукатурки (357_10),14.0
Инициативность (СК) (610_4),13.0
Выполнение штукатурки (456_10),13.0
"Техника безопасности (бетон, арматура) (1607_10)",9.0
