,0
"Ответственность , добросовестность (СК) (614_4)",1777.0
Дисциплинированность (СК) (593_4),1291.0
"Личные установки и ценности, мировоззрение (2043_4)",814.0
Окрашивание поверхностей вручную и механизированным способом (1418_10),325.0
Пунктуальность (СК) (612_4),233.0
Командность (СК) (1371_4),230.0
Аккуратность (СК) (575_4),176.0
Коммуникабельность (СК) (617_4),169.0
Высокая работоспособность (СК) (586_4),169.0
Внимательность (СК) (536_4),148.0
"Саморазвитие, обучаемость (СК) (604_4)",143.0
Инициативность (СК) (610_4),90.0
Трудолюбие (СК) (597_4),79.0
Соблюдение правил охраны труда (ОПТ) (3790_36),71.0
"Оклеивание поверхностей бумажными, виниловыми и текстильными обоями (1423_10)",52.0
Выполнение штукатурки (456_10),35.0
Ремонт штукатурки (357_10),35.0
"Техника безопасности (бетон, арматура) (1607_10)",35.0
Нравственность (СК) (622_4),30.0
Выполнение ремонтных работ (ОПТ) (8285_36),18.0
