,0
"Ответственность , добросовестность (СК) (614_4)",504.0
Дисциплинированность (СК) (593_4),349.0
"Личные установки и ценности, мировоззрение (2043_4)",252.0
Окрашивание поверхностей вручную и механизированным способом (1418_10),122.0
Пунктуальность (СК) (612_4),83.0
Аккуратность (СК) (575_4),75.0
Командность (СК) (1371_4),63.0
Коммуникабельность (СК) (617_4),61.0
Высокая работоспособность (СК) (586_4),46.0
Внимательность (СК) (536_4),35.0
Трудолюбие (СК) (597_4),24.0
"Саморазвитие, обучаемость (СК) (604_4)",22.0
Соблюдение правил охраны труда (ОПТ) (3790_36),19.0
Инициативность (СК) (610_4),17.0
Нравственность (СК) (622_4),16.0
"Оклеивание поверхностей бумажными, виниловыми и текстильными обоями (1423_10)",13.0
Выполнение штукатурки (456_10),12.0
Ремонт штукатурки (357_10),7.0
Выполнение ремонтных работ (ОПТ) (8285_36),6.0
"Техника безопасности (бетон, арматура) (1607_10)",5.0
