,0
"Личные установки и ценности, мировоззрение (2043_4)",1188.0
Работа с документами (Логистика) (3969_37),984.0
"Ответственность , добросовестность (СК) (614_4)",837.0
Коммуникабельность (СК) (617_4),782.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",758.0
Стрессоустойчивость (СК) (601_4),570.0
Внимательность (СК) (536_4),503.0
Знание пакета MS OFFICE (Логистика) (4199_37),484.0
Заключение договоров (3483_37),465.0
Организация перевозок (Логистика) (3802_37),406.0
Английский язык (ЯС) (1918_32),379.0
Целеустремленность (СК) (588_4),342.0
Ведение переговоров (Логистика) (3689_37),315.0
"Саморазвитие, обучаемость (СК) (604_4)",310.0
Таможенное оформление (признаки требований) (7516_36),304.0
Грамотность (СК) (1368_4),262.0
"Организаторские способности, лидерство (СК) (393_4)",254.0
Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),193.0
Пунктуальность (СК) (612_4),188.0
Действия.Контроль транспорта.Логистика (4822_37),162.0
Поиск перевозчиков (3487_37),116.0
Выполнение поручений руководителя (ОПТ) (3036_36),45.0
