,0
"Личные установки и ценности, мировоззрение (2043_4)",333.0
Работа с документами (Логистика) (3969_37),254.0
Коммуникабельность (СК) (617_4),229.0
"Ответственность , добросовестность (СК) (614_4)",203.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",181.0
Стрессоустойчивость (СК) (601_4),154.0
Заключение договоров (3483_37),147.0
Знание пакета MS OFFICE (Логистика) (4199_37),122.0
Внимательность (СК) (536_4),117.0
Организация перевозок (Логистика) (3802_37),92.0
Ведение переговоров (Логистика) (3689_37),92.0
"Организаторские способности, лидерство (СК) (393_4)",82.0
"Саморазвитие, обучаемость (СК) (604_4)",80.0
Целеустремленность (СК) (588_4),74.0
Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),70.0
Грамотность (СК) (1368_4),66.0
Пунктуальность (СК) (612_4),50.0
Английский язык (ЯС) (1918_32),41.0
Поиск перевозчиков (3487_37),39.0
Таможенное оформление (признаки требований) (7516_36),32.0
Действия.Контроль транспорта.Логистика (4822_37),22.0
Выполнение поручений руководителя (ОПТ) (3036_36),5.0
