,0
"Личные установки и ценности, мировоззрение (2043_4)",2048.0
"Ответственность , добросовестность (СК) (614_4)",1728.0
Коммуникабельность (СК) (617_4),1607.0
Работа с документами (Логистика) (3969_37),1469.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",1167.0
Стрессоустойчивость (СК) (601_4),1163.0
Внимательность (СК) (536_4),891.0
Знание пакета MS OFFICE (Логистика) (4199_37),850.0
Заключение договоров (3483_37),754.0
Организация перевозок (Логистика) (3802_37),722.0
"Саморазвитие, обучаемость (СК) (604_4)",653.0
Целеустремленность (СК) (588_4),614.0
Ведение переговоров (Логистика) (3689_37),572.0
Грамотность (СК) (1368_4),544.0
Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),407.0
Пунктуальность (СК) (612_4),334.0
"Организаторские способности, лидерство (СК) (393_4)",322.0
Поиск перевозчиков (3487_37),299.0
Действия.Контроль транспорта.Логистика (4822_37),253.0
Английский язык (ЯС) (1918_32),157.0
Таможенное оформление (признаки требований) (7516_36),132.0
Выполнение поручений руководителя (ОПТ) (3036_36),79.0
