,0
"Личные установки и ценности, мировоззрение (2043_4)",394.0
Коммуникабельность (СК) (617_4),342.0
"Ответственность , добросовестность (СК) (614_4)",332.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",282.0
Стрессоустойчивость (СК) (601_4),276.0
Работа с документами (Логистика) (3969_37),246.0
"Саморазвитие, обучаемость (СК) (604_4)",193.0
Внимательность (СК) (536_4),186.0
Знание пакета MS OFFICE (Логистика) (4199_37),141.0
Грамотность (СК) (1368_4),121.0
Организация перевозок (Логистика) (3802_37),112.0
Целеустремленность (СК) (588_4),111.0
Заключение договоров (3483_37),109.0
Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),106.0
Ведение переговоров (Логистика) (3689_37),77.0
Пунктуальность (СК) (612_4),73.0
"Организаторские способности, лидерство (СК) (393_4)",46.0
Поиск перевозчиков (3487_37),33.0
Выполнение поручений руководителя (ОПТ) (3036_36),32.0
Действия.Контроль транспорта.Логистика (4822_37),28.0
Английский язык (ЯС) (1918_32),28.0
Таможенное оформление (признаки требований) (7516_36),12.0
