,0
"Личные установки и ценности, мировоззрение (2043_4)",956.0
"Ответственность , добросовестность (СК) (614_4)",925.0
Дисциплинированность (СК) (593_4),629.0
Аккуратность (СК) (575_4),612.0
"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",462.0
"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",460.0
"Приготовление  блюд, заготовок и полуфабрикатов (2676_9)",367.0
Командность (СК) (1371_4),312.0
"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)",305.0
"Организаторские способности, лидерство (СК) (393_4)",271.0
"Саморазвитие, обучаемость (СК) (604_4)",218.0
Коммуникабельность (СК) (617_4),211.0
Внимательность (СК) (536_4),86.0
Приготовление различных полуфабрикатов (3301_9),56.0
Доброжелательность (СК) (1126_4),54.0
Склонность к здоровому образу жизни (СК) (1662_4),36.0
Приготовление хлебобулочных изделий (3317_9),26.0
"Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",4.0
