,0
"Личные установки и ценности, мировоззрение (2043_4)",119.0
"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)",114.0
Дисциплинированность (СК) (593_4),104.0
"Приготовление  блюд, заготовок и полуфабрикатов (2676_9)",88.0
"Ответственность , добросовестность (СК) (614_4)",87.0
Аккуратность (СК) (575_4),76.0
"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",71.0
"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",69.0
"Организаторские способности, лидерство (СК) (393_4)",46.0
Командность (СК) (1371_4),27.0
Доброжелательность (СК) (1126_4),25.0
Коммуникабельность (СК) (617_4),15.0
Приготовление хлебобулочных изделий (3317_9),12.0
Внимательность (СК) (536_4),4.0
Приготовление различных полуфабрикатов (3301_9),2.0
"Саморазвитие, обучаемость (СК) (604_4)",2.0
Склонность к здоровому образу жизни (СК) (1662_4),1.0
"Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",0.0
