,0
"Личные установки и ценности, мировоззрение (2043_4)",2321.0
"Приготовление  блюд, заготовок и полуфабрикатов (2676_9)",1546.0
"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",1463.0
"Ответственность , добросовестность (СК) (614_4)",1463.0
Дисциплинированность (СК) (593_4),1392.0
"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)",1289.0
Аккуратность (СК) (575_4),842.0
Доброжелательность (СК) (1126_4),448.0
Коммуникабельность (СК) (617_4),416.0
"Организаторские способности, лидерство (СК) (393_4)",335.0
"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",317.0
Командность (СК) (1371_4),303.0
Приготовление хлебобулочных изделий (3317_9),226.0
Приготовление различных полуфабрикатов (3301_9),145.0
"Саморазвитие, обучаемость (СК) (604_4)",68.0
Внимательность (СК) (536_4),59.0
Склонность к здоровому образу жизни (СК) (1662_4),37.0
"Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",1.0
