,0
"Личные установки и ценности, мировоззрение (2043_4)",5298.0
"Ответственность , добросовестность (СК) (614_4)",4986.0
Аккуратность (СК) (575_4),3406.0
Дисциплинированность (СК) (593_4),3190.0
"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",2644.0
"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",2568.0
Командность (СК) (1371_4),2083.0
"Приготовление  блюд, заготовок и полуфабрикатов (2676_9)",1711.0
"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)",1620.0
"Организаторские способности, лидерство (СК) (393_4)",1513.0
Коммуникабельность (СК) (617_4),1443.0
"Саморазвитие, обучаемость (СК) (604_4)",908.0
Доброжелательность (СК) (1126_4),429.0
Внимательность (СК) (536_4),419.0
Приготовление различных полуфабрикатов (3301_9),227.0
Склонность к здоровому образу жизни (СК) (1662_4),133.0
Приготовление хлебобулочных изделий (3317_9),114.0
"Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",9.0
