,0
"Личные установки и ценности, мировоззрение (2043_4)",370.0
Коммуникабельность (СК) (617_4),209.0
Аккуратность (СК) (575_4),189.0
"Ответственность , добросовестность (СК) (614_4)",159.0
"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)",150.0
Дисциплинированность (СК) (593_4),128.0
Доброжелательность (СК) (1126_4),107.0
"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",103.0
"Приготовление  блюд, заготовок и полуфабрикатов (2676_9)",94.0
Внимательность (СК) (536_4),29.0
Командность (СК) (1371_4),27.0
"Саморазвитие, обучаемость (СК) (604_4)",23.0
Приготовление хлебобулочных изделий (3317_9),18.0
"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",17.0
"Организаторские способности, лидерство (СК) (393_4)",12.0
Приготовление различных полуфабрикатов (3301_9),11.0
Склонность к здоровому образу жизни (СК) (1662_4),4.0
"Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",0.0
