,0
"Ответственность , добросовестность (СК) (614_4)",3482.0
Дисциплинированность (СК) (593_4),2326.0
"Личные установки и ценности, мировоззрение (2043_4)",2224.0
"Приготовление  блюд, заготовок и полуфабрикатов (2676_9)",1386.0
"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",1088.0
Аккуратность (СК) (575_4),1078.0
"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",1071.0
Командность (СК) (1371_4),928.0
Коммуникабельность (СК) (617_4),738.0
"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)",736.0
"Организаторские способности, лидерство (СК) (393_4)",535.0
"Саморазвитие, обучаемость (СК) (604_4)",405.0
Склонность к здоровому образу жизни (СК) (1662_4),293.0
Приготовление различных полуфабрикатов (3301_9),159.0
Внимательность (СК) (536_4),151.0
Доброжелательность (СК) (1126_4),146.0
Приготовление хлебобулочных изделий (3317_9),103.0
"Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",1.0
