,0
"Ответственность , добросовестность (СК) (614_4)",7054.0
"Личные установки и ценности, мировоззрение (2043_4)",5239.0
Дисциплинированность (СК) (593_4),5145.0
Аккуратность (СК) (575_4),3321.0
"Приготовление  блюд, заготовок и полуфабрикатов (2676_9)",1950.0
"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",1813.0
Командность (СК) (1371_4),1758.0
"Саморазвитие, обучаемость (СК) (604_4)",1726.0
"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)",1645.0
Внимательность (СК) (536_4),1631.0
"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",1394.0
Приготовление хлебобулочных изделий (3317_9),1388.0
Коммуникабельность (СК) (617_4),1086.0
Приготовление различных полуфабрикатов (3301_9),978.0
"Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",552.0
Доброжелательность (СК) (1126_4),545.0
Склонность к здоровому образу жизни (СК) (1662_4),501.0
"Организаторские способности, лидерство (СК) (393_4)",104.0
