,0
"Ответственность , добросовестность (СК) (614_4)",1313.0
Дисциплинированность (СК) (593_4),752.0
"Личные установки и ценности, мировоззрение (2043_4)",516.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),300.0
ЖКХа общие фразы (2155_29),246.0
ЖКХа ремонт электрооборудования (2558_29),224.0
Выполнение ремонтных работ (ОПТ) (8285_36),206.0
Пунктуальность (СК) (612_4),200.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),115.0
ЖКХа Контроль за работой оборудования (3901_29),109.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",94.0
ЖКХа техническое обслуживание электрической части (2669_29),73.0
Аккуратность (СК) (575_4),65.0
Внимательность (СК) (536_4),63.0
ЖКХа Техническое обслуживание электрических машин (4101_29),55.0
ЖКХ общепрофессиональные знания по электрике (2153_29),52.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",51.0
ЖКХа монтаж электро оборудования (2503_29),50.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),37.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",24.0
ЖКХа Умение читать электрические схемы (3681_29),18.0
