,0
"Ответственность , добросовестность (СК) (614_4)",2496.0
Дисциплинированность (СК) (593_4),1782.0
"Личные установки и ценности, мировоззрение (2043_4)",926.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),550.0
ЖКХа ремонт электрооборудования (2558_29),535.0
ЖКХа общие фразы (2155_29),488.0
Выполнение ремонтных работ (ОПТ) (8285_36),418.0
Пунктуальность (СК) (612_4),388.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),257.0
ЖКХа монтаж электро оборудования (2503_29),215.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",209.0
ЖКХа Контроль за работой оборудования (3901_29),203.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",194.0
ЖКХа техническое обслуживание электрической части (2669_29),176.0
ЖКХа Техническое обслуживание электрических машин (4101_29),118.0
Внимательность (СК) (536_4),110.0
ЖКХ общепрофессиональные знания по электрике (2153_29),103.0
Аккуратность (СК) (575_4),102.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",69.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),46.0
ЖКХа Умение читать электрические схемы (3681_29),32.0
