,0
"Личные установки и ценности, мировоззрение (2043_4)",295.0
ЖКХа общие фразы (2155_29),226.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),218.0
ЖКХа ремонт электрооборудования (2558_29),180.0
"Ответственность , добросовестность (СК) (614_4)",172.0
Дисциплинированность (СК) (593_4),124.0
Выполнение ремонтных работ (ОПТ) (8285_36),105.0
ЖКХа техническое обслуживание электрической части (2669_29),86.0
ЖКХ общепрофессиональные знания по электрике (2153_29),82.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",77.0
ЖКХа Техническое обслуживание электрических машин (4101_29),73.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),37.0
ЖКХа монтаж электро оборудования (2503_29),35.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",32.0
ЖКХа Умение читать электрические схемы (3681_29),27.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),25.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",17.0
ЖКХа Контроль за работой оборудования (3901_29),16.0
Внимательность (СК) (536_4),15.0
Пунктуальность (СК) (612_4),13.0
Аккуратность (СК) (575_4),9.0
