,0
"Ответственность , добросовестность (СК) (614_4)",1835.0
Дисциплинированность (СК) (593_4),1207.0
"Личные установки и ценности, мировоззрение (2043_4)",983.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),827.0
ЖКХа ремонт электрооборудования (2558_29),655.0
ЖКХа общие фразы (2155_29),638.0
Выполнение ремонтных работ (ОПТ) (8285_36),480.0
ЖКХа техническое обслуживание электрической части (2669_29),273.0
Пунктуальность (СК) (612_4),228.0
ЖКХа монтаж электро оборудования (2503_29),174.0
ЖКХ общепрофессиональные знания по электрике (2153_29),168.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",166.0
ЖКХа Техническое обслуживание электрических машин (4101_29),164.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),143.0
ЖКХа Контроль за работой оборудования (3901_29),130.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",113.0
Внимательность (СК) (536_4),89.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),88.0
ЖКХа Умение читать электрические схемы (3681_29),88.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",67.0
Аккуратность (СК) (575_4),54.0
