,0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),74.0
"Личные установки и ценности, мировоззрение (2043_4)",55.0
ЖКХа ремонт электрооборудования (2558_29),47.0
ЖКХа монтаж электро оборудования (2503_29),42.0
ЖКХа общие фразы (2155_29),38.0
ЖКХа Контроль за работой оборудования (3901_29),29.0
"Ответственность , добросовестность (СК) (614_4)",28.0
ЖКХа техническое обслуживание электрической части (2669_29),26.0
ЖКХ общепрофессиональные знания по электрике (2153_29),24.0
Выполнение ремонтных работ (ОПТ) (8285_36),21.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),20.0
Дисциплинированность (СК) (593_4),19.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",15.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),14.0
Аккуратность (СК) (575_4),12.0
ЖКХа Умение читать электрические схемы (3681_29),12.0
ЖКХа Техническое обслуживание электрических машин (4101_29),11.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",10.0
Внимательность (СК) (536_4),6.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",5.0
Пунктуальность (СК) (612_4),4.0
