,0
"Ответственность , добросовестность (СК) (614_4)",782.0
Дисциплинированность (СК) (593_4),587.0
"Личные установки и ценности, мировоззрение (2043_4)",297.0
Пунктуальность (СК) (612_4),153.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),134.0
ЖКХа ремонт электрооборудования (2558_29),126.0
ЖКХа общие фразы (2155_29),117.0
Выполнение ремонтных работ (ОПТ) (8285_36),107.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),69.0
ЖКХа Контроль за работой оборудования (3901_29),65.0
Внимательность (СК) (536_4),57.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",53.0
ЖКХа монтаж электро оборудования (2503_29),50.0
ЖКХ общепрофессиональные знания по электрике (2153_29),46.0
Аккуратность (СК) (575_4),33.0
ЖКХа техническое обслуживание электрической части (2669_29),26.0
ЖКХа Техническое обслуживание электрических машин (4101_29),26.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",24.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",15.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),14.0
ЖКХа Умение читать электрические схемы (3681_29),13.0
