,0
"Ответственность , добросовестность (СК) (614_4)",1228.0
Дисциплинированность (СК) (593_4),913.0
"Личные установки и ценности, мировоззрение (2043_4)",582.0
"Саморазвитие, обучаемость (СК) (604_4)",193.0
Формирование железобетонных изделий и конструкций (4318_35),190.0
Командность (СК) (1371_4),185.0
Высокая работоспособность (СК) (586_4),174.0
Пунктуальность (СК) (612_4),158.0
Аккуратность (СК) (575_4),150.0
Формовка (в общем) (4324_35),145.0
Склонность к здоровому образу жизни (СК) (1662_4),126.0
Коммуникабельность (СК) (617_4),116.0
Внимательность (СК) (536_4),115.0
Укладка в форму арматурных сеток и каркасов (4320_35),92.0
Сборка литейных форм (4433_35),67.0
Трудолюбие (СК) (597_4),67.0
Расформовка изделия (4319_35),47.0
Набивка и трамбовка форм (4429_35),45.0
Изготовление форм (4446_35),33.0
Формовка литейная ручная (4329_35),28.0
Укладка бетонной смеси (4443_35),28.0
Установка и проверка стержней (4432_35),26.0
Чтение схем/чертежей (ОПТ) (3032_36),22.0
Изготовление кондитерских изделий (4237_35),14.0
Формовка литейная машинная (4330_35),11.0
Формовка изделий из композитных материалов (4325_35),8.0
Сборка несложных узлов и конструкций (3923_35),0.0
Формовка в опоках (4334_35),0.0
