,0
"Ответственность , добросовестность (СК) (614_4)",143.0
Дисциплинированность (СК) (593_4),109.0
"Личные установки и ценности, мировоззрение (2043_4)",64.0
Внимательность (СК) (536_4),39.0
Формовка (в общем) (4324_35),35.0
Аккуратность (СК) (575_4),35.0
Формирование железобетонных изделий и конструкций (4318_35),30.0
Высокая работоспособность (СК) (586_4),28.0
Трудолюбие (СК) (597_4),17.0
Изготовление кондитерских изделий (4237_35),14.0
"Саморазвитие, обучаемость (СК) (604_4)",14.0
Склонность к здоровому образу жизни (СК) (1662_4),12.0
Формовка изделий из композитных материалов (4325_35),10.0
Сборка литейных форм (4433_35),10.0
Пунктуальность (СК) (612_4),10.0
Чтение схем/чертежей (ОПТ) (3032_36),7.0
Командность (СК) (1371_4),7.0
Укладка в форму арматурных сеток и каркасов (4320_35),5.0
Расформовка изделия (4319_35),5.0
Коммуникабельность (СК) (617_4),5.0
Укладка бетонной смеси (4443_35),4.0
Набивка и трамбовка форм (4429_35),4.0
Формовка литейная ручная (4329_35),4.0
Изготовление форм (4446_35),4.0
Сборка несложных узлов и конструкций (3923_35),3.0
Установка и проверка стержней (4432_35),1.0
Формовка литейная машинная (4330_35),1.0
Формовка в опоках (4334_35),0.0
