,0
"Личные установки и ценности, мировоззрение (2043_4)",94.0
"Ответственность , добросовестность (СК) (614_4)",83.0
Использование контрольно-измерительных инструментов (3479_35),70.0
Контроль качества изделий (3466_35),56.0
Контроль и приемка продукции (4586_35),56.0
Дисциплинированность (СК) (593_4),40.0
"Приемка деталей, узлов, изделий (4612_35)",35.0
"Приемка деталей, узлов, изделий после механической и слесарной обработки (4611_35)",21.0
"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)",19.0
Коммуникабельность (СК) (617_4),16.0
"Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)",14.0
"Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",12.0
Знать систему допусков и посадок (3462_35),11.0
Ведение учета (4195_35),10.0
Порядок настройки и регулирования контрольно-измерительных инструментов и приборов (3481_35),3.0
Правила настройки и регулирования контрольно-измерительного инструмента (3480_35),2.0
Знать правила расчета координатных точек (8283_35),2.0
Проверка взаимного положения сопрягаемых деталей (4969_35),2.0
