,0
"Ответственность , добросовестность (СК) (614_4)",776.0
"Личные установки и ценности, мировоззрение (2043_4)",601.0
Дисциплинированность (СК) (593_4),593.0
Коммуникабельность (СК) (617_4),466.0
Выполнение поручений руководителя (ОПТ) (3036_36),302.0
Пунктуальность (СК) (612_4),299.0
Грамотность (СК) (1368_4),292.0
Ведение делопроизводства (2047_33),272.0
"Выполнение поставленных задач, приказов, распоряжений и поручений руководителя (1994_33)",240.0
Внимательность (СК) (536_4),235.0
"Саморазвитие, обучаемость (СК) (604_4)",214.0
Владение ПК и оргтехникой (2686_33),211.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",199.0
Стрессоустойчивость (СК) (601_4),195.0
Ведение делопроизводства (2455_33),142.0
Аккуратность (СК) (575_4),127.0
Доброжелательность (СК) (1126_4),91.0
Командность (СК) (1371_4),90.0
"Работа с входящей и исходящей корреспонденцией: отправка, доставка (3597_33)",87.0
"Работа с документами: подготовка, прием/отправка, печать, сканирование (1976_33)",85.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",72.0
"Организаторские способности, лидерство (СК) (393_4)",65.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",49.0
"Обеспечение и контроль исполнения поручений руководителя, сроков выполнения указаний/ распоряжений/ поручений и приказов (2251_33)",42.0
Английский язык (ЯС) (1918_32),25.0
