,0
Погрузо-разгрузочные работы на погрузчике (6276_10),117.0
Навыки управления трубоукладчиком (6290_10),94.0
"Личные установки и ценности, мировоззрение (2043_4)",88.0
Выполнение ремонтных работ (ОПТ) (8285_36),80.0
Выполнение работ на строительных площадках (4996_10),80.0
"Управление трубоукладчиком Komatsu, Caterpillar (6366_10)",72.0
ТО и Р трубоукладчиков (6390_10),69.0
Управление трубоукладчиком Komatsu D355 (6293_10),56.0
Стыковка и укладка трубы в траншею (6406_10),46.0
Управление трубоукладчиком Liebherr (6377_10),44.0
"Управление трубоукладчиком Liebherr RL, Komatsu D355 (6367_10)",43.0
Управление трубоукладчиком Caterpillar (6376_10),30.0
Пусто2 (6392_10),26.0
Знание устройства и технических характеристик машин и агрегатов (3181_10),26.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),26.0
Монтаж-демонтаж механизмов (6407_10),25.0
Управление трубоукладчиком Komatsu (6292_10),25.0
Работа в сварочно-монтажных бригадах (6404_10),23.0
Знание устройства и принципов работы трубоукладчика (6280_10),19.0
"Ответственность , добросовестность (СК) (614_4)",17.0
Выполнение работ по прокладке трубопроводов (6419_10),15.0
Настройка и регулировка механизмов (6451_10),15.0
Выявление и устранение неисправностей в работе машины (6411_10),12.0
Управление краном при выполнении строительных монтажных работ (6291_10),12.0
Определение правильности и надежности строповки грузов (6400_10),11.0
Дисциплинированность (СК) (593_4),11.0
Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),9.0
Контроль соответствия съёмных грузозахватных приспособлений массе и характеру груза (6409_10),9.0
Контроль исправности строп и съёмных грузозахватных приспособлений (6433_10),9.0
Монтаж/установка опалубки (305_10),8.0
Контрольный осмотр и проверка исправности агрегатов трубоукладчика (6431_10),6.0
Пунктуальность (СК) (612_4),5.0
Выполнение работ по прокладке трубопроводов трубоукладчиком (6420_10),5.0
Трудолюбие (СК) (597_4),1.0
Командность (СК) (1371_4),1.0
Заправка бульдозера ГСМ (3224_10),0.0
Нравственность (СК) (622_4),0.0
Управление трубоукладчиком среднего класса (6439_10),0.0
