,0
Выполнение ремонтных работ (ОПТ) (8285_36),38.0
Навыки управления трубоукладчиком (6290_10),38.0
Выполнение работ на строительных площадках (4996_10),32.0
ТО и Р трубоукладчиков (6390_10),29.0
Управление трубоукладчиком Komatsu D355 (6293_10),19.0
Управление трубоукладчиком Komatsu (6292_10),19.0
"Личные установки и ценности, мировоззрение (2043_4)",17.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),15.0
Заправка бульдозера ГСМ (3224_10),12.0
Контроль соответствия съёмных грузозахватных приспособлений массе и характеру груза (6409_10),10.0
Монтаж-демонтаж механизмов (6407_10),10.0
Контроль исправности строп и съёмных грузозахватных приспособлений (6433_10),10.0
Погрузо-разгрузочные работы на погрузчике (6276_10),6.0
Стыковка и укладка трубы в траншею (6406_10),5.0
Управление трубоукладчиком Caterpillar (6376_10),5.0
Дисциплинированность (СК) (593_4),4.0
Знание устройства и технических характеристик машин и агрегатов (3181_10),4.0
Выявление и устранение неисправностей в работе машины (6411_10),4.0
"Ответственность , добросовестность (СК) (614_4)",4.0
Определение правильности и надежности строповки грузов (6400_10),4.0
Управление трубоукладчиком Liebherr (6377_10),4.0
"Управление трубоукладчиком Komatsu, Caterpillar (6366_10)",3.0
Пусто2 (6392_10),3.0
Выполнение работ по прокладке трубопроводов (6419_10),2.0
Управление краном при выполнении строительных монтажных работ (6291_10),2.0
Настройка и регулировка механизмов (6451_10),1.0
Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),0.0
Работа в сварочно-монтажных бригадах (6404_10),0.0
Выполнение работ по прокладке трубопроводов трубоукладчиком (6420_10),0.0
Трудолюбие (СК) (597_4),0.0
Нравственность (СК) (622_4),0.0
Монтаж/установка опалубки (305_10),0.0
Пунктуальность (СК) (612_4),0.0
Командность (СК) (1371_4),0.0
Знание устройства и принципов работы трубоукладчика (6280_10),0.0
"Управление трубоукладчиком Liebherr RL, Komatsu D355 (6367_10)",0.0
Управление трубоукладчиком среднего класса (6439_10),0.0
Контрольный осмотр и проверка исправности агрегатов трубоукладчика (6431_10),0.0
