,0
"Ответственность , добросовестность (СК) (614_4)",560.0
Дисциплинированность (СК) (593_4),375.0
"Личные установки и ценности, мировоззрение (2043_4)",277.0
Аккуратность (СК) (575_4),115.0
Пунктуальность (СК) (612_4),110.0
Штукатурка (713_10),105.0
Высокая работоспособность (СК) (586_4),82.0
Командность (СК) (1371_4),67.0
Ремонт штукатурки (357_10),62.0
Укладка плитки (250_10),60.0
Коммуникабельность (СК) (617_4),55.0
Нравственность (СК) (622_4),53.0
Трудолюбие (СК) (597_4),43.0
Приготовление штукатурных растворов и смесей (448_10),34.0
Выполнение штукатурки (456_10),28.0
Выполнение ремонтных работ (ОПТ) (8285_36),17.0
