,0
"Ответственность , добросовестность (СК) (614_4)",285.0
Дисциплинированность (СК) (593_4),194.0
"Личные установки и ценности, мировоззрение (2043_4)",101.0
Пунктуальность (СК) (612_4),55.0
Ремонт штукатурки (357_10),52.0
Приготовление штукатурных растворов и смесей (448_10),30.0
Аккуратность (СК) (575_4),25.0
Командность (СК) (1371_4),24.0
Штукатурка (713_10),24.0
Коммуникабельность (СК) (617_4),22.0
Высокая работоспособность (СК) (586_4),16.0
Выполнение штукатурки (456_10),12.0
Нравственность (СК) (622_4),11.0
Трудолюбие (СК) (597_4),8.0
Укладка плитки (250_10),6.0
Выполнение ремонтных работ (ОПТ) (8285_36),6.0
