,0
"Ответственность , добросовестность (СК) (614_4)",110.0
Дисциплинированность (СК) (593_4),73.0
"Личные установки и ценности, мировоззрение (2043_4)",56.0
Аккуратность (СК) (575_4),24.0
Штукатурка (713_10),23.0
Пунктуальность (СК) (612_4),20.0
Ремонт штукатурки (357_10),15.0
Выполнение ремонтных работ (ОПТ) (8285_36),14.0
Нравственность (СК) (622_4),12.0
Трудолюбие (СК) (597_4),11.0
Коммуникабельность (СК) (617_4),10.0
Командность (СК) (1371_4),8.0
Укладка плитки (250_10),7.0
Приготовление штукатурных растворов и смесей (448_10),7.0
Выполнение штукатурки (456_10),4.0
Высокая работоспособность (СК) (586_4),3.0
