,0
"Ответственность , добросовестность (СК) (614_4)",525.0
"Личные установки и ценности, мировоззрение (2043_4)",361.0
Дисциплинированность (СК) (593_4),342.0
Аккуратность (СК) (575_4),241.0
Пунктуальность (СК) (612_4),185.0
Укладка плитки (250_10),109.0
Нравственность (СК) (622_4),104.0
Штукатурка (713_10),104.0
Коммуникабельность (СК) (617_4),83.0
Высокая работоспособность (СК) (586_4),83.0
Командность (СК) (1371_4),78.0
Трудолюбие (СК) (597_4),57.0
Выполнение ремонтных работ (ОПТ) (8285_36),57.0
Ремонт штукатурки (357_10),29.0
Выполнение штукатурки (456_10),21.0
Приготовление штукатурных растворов и смесей (448_10),20.0
