,0
"Ответственность , добросовестность (СК) (614_4)",102.0
"Личные установки и ценности, мировоззрение (2043_4)",60.0
Дисциплинированность (СК) (593_4),39.0
Высокая работоспособность (СК) (586_4),33.0
Пунктуальность (СК) (612_4),28.0
Штукатурка (713_10),20.0
Командность (СК) (1371_4),14.0
Трудолюбие (СК) (597_4),13.0
Выполнение штукатурки (456_10),10.0
Укладка плитки (250_10),8.0
Выполнение ремонтных работ (ОПТ) (8285_36),6.0
Коммуникабельность (СК) (617_4),5.0
Аккуратность (СК) (575_4),3.0
Нравственность (СК) (622_4),2.0
Приготовление штукатурных растворов и смесей (448_10),2.0
Ремонт штукатурки (357_10),2.0
