,0
"Ответственность , добросовестность (СК) (614_4)",338.0
Дисциплинированность (СК) (593_4),234.0
"Личные установки и ценности, мировоззрение (2043_4)",142.0
Аккуратность (СК) (575_4),77.0
Штукатурка (713_10),61.0
Ремонт штукатурки (357_10),58.0
Пунктуальность (СК) (612_4),46.0
Высокая работоспособность (СК) (586_4),43.0
Приготовление штукатурных растворов и смесей (448_10),37.0
Выполнение штукатурки (456_10),36.0
Выполнение ремонтных работ (ОПТ) (8285_36),32.0
Коммуникабельность (СК) (617_4),26.0
Командность (СК) (1371_4),25.0
Трудолюбие (СК) (597_4),25.0
Нравственность (СК) (622_4),19.0
Укладка плитки (250_10),18.0
