,0
Выполнение штукатурки (456_10),88.0
"Личные установки и ценности, мировоззрение (2043_4)",83.0
"Ответственность , добросовестность (СК) (614_4)",49.0
Дисциплинированность (СК) (593_4),34.0
Аккуратность (СК) (575_4),28.0
Нравственность (СК) (622_4),20.0
Высокая работоспособность (СК) (586_4),18.0
Штукатурка (713_10),12.0
Ремонт штукатурки (357_10),9.0
Укладка плитки (250_10),5.0
Командность (СК) (1371_4),3.0
Трудолюбие (СК) (597_4),3.0
Выполнение ремонтных работ (ОПТ) (8285_36),3.0
Пунктуальность (СК) (612_4),2.0
Коммуникабельность (СК) (617_4),1.0
Приготовление штукатурных растворов и смесей (448_10),1.0
