,0
"Личные установки и ценности, мировоззрение (2043_4)",68.0
Дисциплинированность (СК) (593_4),50.0
(АГП) Управление автовышкой и автогидроподъемником (4336_30),29.0
(АГП) Обслуживание и ремонт (3691_30),16.0
"(стропальщик) Строительные, строительно-монтажные, и монтажные работы (2876_30)",14.0
Выполнение ремонтных работ (ОПТ) (8285_36),12.0
(АГП) Управление машинами и механизмами различного типа и назначения (6030_30),10.0
(АГП) Знание устройства и принципа работы АГП (8450_30),6.0
(АГП) Выявление и устранение неисправностей (4337_30),5.0
(АГП) Соблюдать требования правил дорожного движения (4314_30),5.0
(АГП) Организация подъема и перемещения людей на высоту. (8430_30),5.0
(АГП) Ведение путевой документации (4316_30),4.0
"Саморазвитие, обучаемость (СК) (604_4)",3.0
(АГП) Выполнение ежесменного технического обслуживания (4338_30),3.0
"(АГП) Выполнение производственных заданий, заявок, распоряжений, поручений (4341_30)",3.0
Стрессоустойчивость (СК) (601_4),2.0
(АГП) Техническое обслуживание и проведение профилактического ремонта автовышки и автогидроподъемника (4687_30),2.0
Целеустремленность (СК) (588_4),2.0
(крановщик) Управление автомобильным краном (5200_30),0.0
"(АГП) Соблюдение федеральных норм, правил и требований (6240_30)",0.0
(АГП) Знание федеральных норм и правил (5867_30),0.0
"(АГП) Знание устройства, и правил эксплуатации (5870_30)",0.0
(АГП) Ведение первичной технической документации (8447_30),0.0
(АГП) Выполнение работ по ежесменному техническому обслуживанию транспортного средства (автомобиля) (8459_30),0.0
