,0
"Личные установки и ценности, мировоззрение (2043_4)",651.0
"Ответственность , добросовестность (СК) (614_4)",459.0
ЖКХи обеспечение документооборота (2902_29),261.0
Коммуникабельность (СК) (617_4),260.0
"Организаторские способности, лидерство (СК) (393_4)",238.0
Дисциплинированность (СК) (593_4),225.0
"ЖКХ Подготовка данных, составление и ведение отчетности (2905_29)",172.0
"Саморазвитие, обучаемость (СК) (604_4)",164.0
ЖКХи  организация эксплуатации оборудования/систем/сетей (2892_29),154.0
ЖКХи Обеспечение планирования (3686_29),137.0
Стрессоустойчивость (СК) (601_4),135.0
Выполнение ремонтных работ (ОПТ) (8285_36),134.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",130.0
Внимательность (СК) (536_4),125.0
ХКХ Работа с договорами (3684_29),123.0
ЖКХ работа с проектной документацией (2903_29),112.0
ХКХи Техническая консультация (3714_29),112.0
Пунктуальность (СК) (612_4),111.0
Командность (СК) (1371_4),108.0
ЖКХи Взаимодействие (3919_29),99.0
ХКХ Работа с заявками на ТМЦ (3707_29),89.0
ЖКХи пользователь ПК (2898_29),89.0
Целеустремленность (СК) (588_4),88.0
Английский язык (ЯС) (1918_32),82.0
ХКХи Организация и ведение установленных форм учета (3716_29),79.0
Аккуратность (СК) (575_4),74.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),70.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),46.0
Чтение схем/чертежей (ОПТ) (3032_36),44.0
ХКХи проведение профилактических работ (3768_29),43.0
Инициативность (СК) (610_4),37.0
ХКХ бюджетирование (3683_29),31.0
ЖКХи  организация и проведение тендеров (3736_29),11.0
