,0
"Ответственность , добросовестность (СК) (614_4)",933.0
"(стропальщик) Строповка, обвязка, увязка грузов (2612_30)",878.0
"Личные установки и ценности, мировоззрение (2043_4)",714.0
Дисциплинированность (СК) (593_4),584.0
(стропальщик) Работы по погрузке выгрузке (обобщенные) (1941_30),326.0
(стропальщик) Сопровождение груза и контроль при его перемещении (2606_30),235.0
"(стропальщик) Зацепка груза, подвешивание на крюк перемещающего устройства (2872_30)",216.0
"(стропальщик) Обвязка, накладка цепей, канатов (2864_30)",207.0
(стропальщик) Строповка простых грузов (2077_30),187.0
(стропальщик) Подготовка и подбор грузозахватных приспособлений и тары (1950_30),181.0
"(стропальщик) Определение и проверка массы, и центра тяжести груза (2837_30)",177.0
(стропальщик) Снятие грузозахватных приспособлений (расстроповка) (2841_30),167.0
Внимательность (СК) (536_4),149.0
(стропальщик) Соблюдение схем и способов строповки (2083_30),136.0
(стропальщик) Подача сигналов и взаимодействие с машинистом грузоподъемного механизма (2839_30),133.0
(стропальщик) Строповка грузов средней сложности (2078_30),115.0
Командность (СК) (1371_4),108.0
(стропальщик) Перемещение грузов (2608_30),106.0
"(стропальщик) Строповка, увязка лесных грузов (2843_30)",104.0
(стропальщик) Перемещение грузов с помощью грузоподъемных механизмов (2607_30),89.0
Высокая работоспособность (СК) (586_4),74.0
Коммуникабельность (СК) (617_4),72.0
Пунктуальность (СК) (612_4),70.0
"(стропальщик) Знание устройства грузозахватных приспособлений, грузоподъемных механизмов и тары. (2628_30)",67.0
"(стропальщик) Строповка, увязка конструкций, изделий, деталей (2846_30)",67.0
Аккуратность (СК) (575_4),59.0
Склонность к здоровому образу жизни (СК) (1662_4),50.0
"(стропальщик) Перемещение, погрузка-разгрузка автомашин, вагонов, полувагонов (2826_30)",48.0
(стропальщик) Подготовка (проверка наличия) инструментов и оборудования для строповки (2860_30),37.0
Трудолюбие (СК) (597_4),30.0
Стрессоустойчивость (СК) (601_4),14.0
