,0
"Личные установки и ценности, мировоззрение (2043_4)",903.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),827.0
Монтаж/установка опалубки (305_10),545.0
"Ответственность , добросовестность (СК) (614_4)",391.0
Чтение схем/чертежей (ОПТ) (3032_36),315.0
Дисциплинированность (СК) (593_4),312.0
Высокая работоспособность (СК) (586_4),214.0
"Самоорганизация, отношение себе  (СК) (1629_4)",75.0
Командность (СК) (1371_4),49.0
Трудолюбие (СК) (597_4),25.0
Аккуратность (СК) (575_4),25.0
Склонность к здоровому образу жизни (СК) (1662_4),25.0
Внимательность (СК) (536_4),24.0
Коммуникабельность (СК) (617_4),21.0
Пунктуальность (СК) (612_4),18.0
