,0
"Личные установки и ценности, мировоззрение (2043_4)",60.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),59.0
Монтаж/установка опалубки (305_10),47.0
"Ответственность , добросовестность (СК) (614_4)",30.0
Чтение схем/чертежей (ОПТ) (3032_36),28.0
Дисциплинированность (СК) (593_4),25.0
Командность (СК) (1371_4),12.0
Коммуникабельность (СК) (617_4),12.0
Высокая работоспособность (СК) (586_4),3.0
Трудолюбие (СК) (597_4),2.0
"Самоорганизация, отношение себе  (СК) (1629_4)",1.0
Пунктуальность (СК) (612_4),0.0
Внимательность (СК) (536_4),0.0
Аккуратность (СК) (575_4),0.0
Склонность к здоровому образу жизни (СК) (1662_4),0.0
