,0
"Ответственность , добросовестность (СК) (614_4)",202.0
"Личные установки и ценности, мировоззрение (2043_4)",163.0
Дисциплинированность (СК) (593_4),136.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),65.0
Пунктуальность (СК) (612_4),37.0
Монтаж/установка опалубки (305_10),37.0
Высокая работоспособность (СК) (586_4),33.0
Аккуратность (СК) (575_4),33.0
Внимательность (СК) (536_4),27.0
Командность (СК) (1371_4),23.0
Чтение схем/чертежей (ОПТ) (3032_36),20.0
Коммуникабельность (СК) (617_4),13.0
Склонность к здоровому образу жизни (СК) (1662_4),12.0
Трудолюбие (СК) (597_4),11.0
"Самоорганизация, отношение себе  (СК) (1629_4)",1.0
