,0
"Ответственность , добросовестность (СК) (614_4)",720.0
"Личные установки и ценности, мировоззрение (2043_4)",634.0
Дисциплинированность (СК) (593_4),457.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),318.0
Монтаж/установка опалубки (305_10),115.0
Командность (СК) (1371_4),111.0
Высокая работоспособность (СК) (586_4),105.0
Пунктуальность (СК) (612_4),94.0
Коммуникабельность (СК) (617_4),92.0
Чтение схем/чертежей (ОПТ) (3032_36),80.0
Склонность к здоровому образу жизни (СК) (1662_4),61.0
Аккуратность (СК) (575_4),45.0
Трудолюбие (СК) (597_4),39.0
Внимательность (СК) (536_4),33.0
"Самоорганизация, отношение себе  (СК) (1629_4)",21.0
