,0
"Личные установки и ценности, мировоззрение (2043_4)",364.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),357.0
"Ответственность , добросовестность (СК) (614_4)",238.0
Монтаж/установка опалубки (305_10),221.0
Дисциплинированность (СК) (593_4),145.0
Чтение схем/чертежей (ОПТ) (3032_36),125.0
Высокая работоспособность (СК) (586_4),83.0
Командность (СК) (1371_4),34.0
Коммуникабельность (СК) (617_4),24.0
Пунктуальность (СК) (612_4),20.0
"Самоорганизация, отношение себе  (СК) (1629_4)",18.0
Внимательность (СК) (536_4),15.0
Аккуратность (СК) (575_4),15.0
Трудолюбие (СК) (597_4),11.0
Склонность к здоровому образу жизни (СК) (1662_4),10.0
