,0
"Ответственность , добросовестность (СК) (614_4)",306.0
Дисциплинированность (СК) (593_4),201.0
"Личные установки и ценности, мировоззрение (2043_4)",172.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),93.0
Аккуратность (СК) (575_4),78.0
Командность (СК) (1371_4),59.0
Пунктуальность (СК) (612_4),58.0
Коммуникабельность (СК) (617_4),50.0
Чтение схем/чертежей (ОПТ) (3032_36),37.0
Высокая работоспособность (СК) (586_4),30.0
Монтаж/установка опалубки (305_10),27.0
Склонность к здоровому образу жизни (СК) (1662_4),20.0
Трудолюбие (СК) (597_4),15.0
Внимательность (СК) (536_4),14.0
"Самоорганизация, отношение себе  (СК) (1629_4)",4.0
