,0
"Ответственность , добросовестность (СК) (614_4)",263.0
Дисциплинированность (СК) (593_4),204.0
"Личные установки и ценности, мировоззрение (2043_4)",96.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),51.0
Пунктуальность (СК) (612_4),43.0
Внимательность (СК) (536_4),27.0
Командность (СК) (1371_4),25.0
Склонность к здоровому образу жизни (СК) (1662_4),23.0
Коммуникабельность (СК) (617_4),16.0
Высокая работоспособность (СК) (586_4),14.0
Аккуратность (СК) (575_4),8.0
Монтаж/установка опалубки (305_10),8.0
Чтение схем/чертежей (ОПТ) (3032_36),6.0
Трудолюбие (СК) (597_4),5.0
"Самоорганизация, отношение себе  (СК) (1629_4)",4.0
