,0
"Личные установки и ценности, мировоззрение (2043_4)",573.0
Коммуникабельность (СК) (617_4),440.0
"Ответственность , добросовестность (СК) (614_4)",427.0
Стрессоустойчивость (СК) (601_4),268.0
Пунктуальность (СК) (612_4),267.0
Аккуратность (СК) (575_4),254.0
Ведение записи клиентов с распределением нагрузки на специалистов (2242_33),248.0
Информирование и консультирование клиентов/заказчиков (2498_33),239.0
Грамотность (СК) (1368_4),227.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",216.0
Доброжелательность (СК) (1126_4),209.0
"Саморазвитие, обучаемость (СК) (604_4)",185.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",175.0
Дисциплинированность (СК) (593_4),156.0
Внимательность (СК) (536_4),153.0
"Консультирование клиентов/покупателей по ассортименту, продукции, товарам, услугам (2970_33)",152.0
"Ведение базы данных клиентов, CRM (2472_33)",121.0
Командность (СК) (1371_4),121.0
"Многозадачность, интенсивность (СК) (627_4)",113.0
Вежливость (СК) (581_4),98.0
"Координация деятельности офиса, руководства и сотрудников (3352_33)",97.0
"Организаторские способности, лидерство (СК) (393_4)",90.0
Прием посетителей (1971_33),86.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",85.0
Ведение отчетности и разработка регламентов (2239_33),68.0
Целеустремленность (СК) (588_4),60.0
Активность (СК) (576_4),49.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",49.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",28.0
Английский язык (ЯС) (1918_32),15.0
