,0
"Личные установки и ценности, мировоззрение (2043_4)",1310.0
"Ответственность , добросовестность (СК) (614_4)",1006.0
Коммуникабельность (СК) (617_4),977.0
Пунктуальность (СК) (612_4),665.0
Информирование и консультирование клиентов/заказчиков (2498_33),623.0
Аккуратность (СК) (575_4),604.0
Ведение записи клиентов с распределением нагрузки на специалистов (2242_33),558.0
Стрессоустойчивость (СК) (601_4),499.0
Доброжелательность (СК) (1126_4),443.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",436.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",409.0
Грамотность (СК) (1368_4),385.0
"Саморазвитие, обучаемость (СК) (604_4)",380.0
"Консультирование клиентов/покупателей по ассортименту, продукции, товарам, услугам (2970_33)",342.0
Дисциплинированность (СК) (593_4),321.0
Внимательность (СК) (536_4),273.0
Прием посетителей (1971_33),268.0
Вежливость (СК) (581_4),266.0
"Многозадачность, интенсивность (СК) (627_4)",256.0
Командность (СК) (1371_4),221.0
"Координация деятельности офиса, руководства и сотрудников (3352_33)",220.0
"Ведение базы данных клиентов, CRM (2472_33)",198.0
"Организаторские способности, лидерство (СК) (393_4)",187.0
Активность (СК) (576_4),165.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",161.0
Ведение отчетности и разработка регламентов (2239_33),154.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",131.0
Целеустремленность (СК) (588_4),125.0
Английский язык (ЯС) (1918_32),48.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",24.0
