,0
"Личные установки и ценности, мировоззрение (2043_4)",241.0
Коммуникабельность (СК) (617_4),215.0
"Ответственность , добросовестность (СК) (614_4)",182.0
Аккуратность (СК) (575_4),149.0
Ведение записи клиентов с распределением нагрузки на специалистов (2242_33),137.0
Пунктуальность (СК) (612_4),127.0
Информирование и консультирование клиентов/заказчиков (2498_33),118.0
Доброжелательность (СК) (1126_4),90.0
"Саморазвитие, обучаемость (СК) (604_4)",89.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",84.0
Грамотность (СК) (1368_4),82.0
Стрессоустойчивость (СК) (601_4),80.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",73.0
Командность (СК) (1371_4),70.0
Вежливость (СК) (581_4),62.0
"Ведение базы данных клиентов, CRM (2472_33)",60.0
Дисциплинированность (СК) (593_4),56.0
"Консультирование клиентов/покупателей по ассортименту, продукции, товарам, услугам (2970_33)",51.0
Внимательность (СК) (536_4),50.0
"Многозадачность, интенсивность (СК) (627_4)",49.0
Прием посетителей (1971_33),48.0
"Координация деятельности офиса, руководства и сотрудников (3352_33)",40.0
Целеустремленность (СК) (588_4),38.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",36.0
Ведение отчетности и разработка регламентов (2239_33),35.0
"Организаторские способности, лидерство (СК) (393_4)",34.0
Активность (СК) (576_4),25.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",23.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",8.0
Английский язык (ЯС) (1918_32),5.0
