,0
"Личные установки и ценности, мировоззрение (2043_4)",19.0
Коммуникабельность (СК) (617_4),13.0
Информирование и консультирование клиентов/заказчиков (2498_33),10.0
"Ответственность , добросовестность (СК) (614_4)",9.0
Стрессоустойчивость (СК) (601_4),9.0
Пунктуальность (СК) (612_4),9.0
"Саморазвитие, обучаемость (СК) (604_4)",8.0
Доброжелательность (СК) (1126_4),7.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",7.0
"Ведение базы данных клиентов, CRM (2472_33)",6.0
Ведение записи клиентов с распределением нагрузки на специалистов (2242_33),6.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",6.0
Грамотность (СК) (1368_4),6.0
Командность (СК) (1371_4),6.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",5.0
"Многозадачность, интенсивность (СК) (627_4)",5.0
"Организаторские способности, лидерство (СК) (393_4)",5.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",4.0
Дисциплинированность (СК) (593_4),4.0
Активность (СК) (576_4),4.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",4.0
Ведение отчетности и разработка регламентов (2239_33),4.0
Аккуратность (СК) (575_4),3.0
Вежливость (СК) (581_4),3.0
Прием посетителей (1971_33),2.0
Внимательность (СК) (536_4),2.0
"Консультирование клиентов/покупателей по ассортименту, продукции, товарам, услугам (2970_33)",2.0
Целеустремленность (СК) (588_4),2.0
"Координация деятельности офиса, руководства и сотрудников (3352_33)",1.0
Английский язык (ЯС) (1918_32),0.0
