,0
Токарные работы (3473_35),1165.0
"Ответственность , добросовестность (СК) (614_4)",1148.0
"Личные установки и ценности, мировоззрение (2043_4)",939.0
Дисциплинированность (СК) (593_4),898.0
Чтение схем/чертежей (ОПТ) (3032_36),636.0
Доводочные операции (3452_35),497.0
Работа на станках 16к20 (3524_35),281.0
Нарезание резьбы (3451_35),281.0
Кропотливость (СК) (623_4),268.0
Токарная обработка крупногабаритных деталей (3475_35),248.0
Выполнение расточки отверстий (3449_35),228.0
Использование контрольно-измерительных инструментов (3479_35),198.0
Работа на станках ДИП (3523_35),193.0
Подготовка станков к работе (3512_35),187.0
Внимательность (СК) (536_4),120.0
Аккуратность (СК) (575_4),116.0
Фрезерование (3469_35),112.0
Коммуникабельность (СК) (617_4),93.0
Высокая работоспособность (СК) (586_4),90.0
"Саморазвитие, обучаемость (СК) (604_4)",71.0
Работа на токарно-расточных станках (3560_35),63.0
Соблюдение правил охраны труда (ОПТ) (3790_36),62.0
Технология механообработки (3506_35),55.0
Трудолюбие (СК) (597_4),43.0
Нравственность (СК) (622_4),36.0
Работы на токарно-карусельных станках (3557_35),35.0
Работа на станках с ЧПУ (3542_35),16.0
