,0
"Личные установки и ценности, мировоззрение (2043_4)",835.0
"Ответственность , добросовестность (СК) (614_4)",427.0
Чтение схем/чертежей (ОПТ) (3032_36),406.0
Внимательность (СК) (536_4),365.0
Аккуратность (СК) (575_4),349.0
Токарные работы (3473_35),342.0
Работа на станках 16к20 (3524_35),293.0
Высокая работоспособность (СК) (586_4),230.0
Работа на станках ДИП (3523_35),218.0
Выполнение расточки отверстий (3449_35),152.0
Нарезание резьбы (3451_35),119.0
Доводочные операции (3452_35),118.0
Использование контрольно-измерительных инструментов (3479_35),114.0
Фрезерование (3469_35),96.0
Подготовка станков к работе (3512_35),81.0
Работа на токарно-расточных станках (3560_35),76.0
Работы на токарно-карусельных станках (3557_35),67.0
Кропотливость (СК) (623_4),61.0
Дисциплинированность (СК) (593_4),40.0
Токарная обработка крупногабаритных деталей (3475_35),24.0
"Саморазвитие, обучаемость (СК) (604_4)",17.0
Работа на станках с ЧПУ (3542_35),15.0
Технология механообработки (3506_35),13.0
Коммуникабельность (СК) (617_4),11.0
Нравственность (СК) (622_4),7.0
Соблюдение правил охраны труда (ОПТ) (3790_36),6.0
Трудолюбие (СК) (597_4),6.0
