,0
"Ответственность , добросовестность (СК) (614_4)",2718.0
Дисциплинированность (СК) (593_4),1903.0
Токарные работы (3473_35),1326.0
"Личные установки и ценности, мировоззрение (2043_4)",1121.0
Доводочные операции (3452_35),642.0
Нарезание резьбы (3451_35),350.0
"Саморазвитие, обучаемость (СК) (604_4)",289.0
Токарная обработка крупногабаритных деталей (3475_35),248.0
Подготовка станков к работе (3512_35),246.0
Коммуникабельность (СК) (617_4),246.0
Чтение схем/чертежей (ОПТ) (3032_36),216.0
Внимательность (СК) (536_4),204.0
Высокая работоспособность (СК) (586_4),197.0
Кропотливость (СК) (623_4),193.0
Аккуратность (СК) (575_4),191.0
Выполнение расточки отверстий (3449_35),165.0
Соблюдение правил охраны труда (ОПТ) (3790_36),133.0
Трудолюбие (СК) (597_4),118.0
Фрезерование (3469_35),101.0
Использование контрольно-измерительных инструментов (3479_35),68.0
Работа на станках 16к20 (3524_35),64.0
Нравственность (СК) (622_4),38.0
Технология механообработки (3506_35),24.0
Работа на токарно-расточных станках (3560_35),22.0
Работа на станках ДИП (3523_35),21.0
Работы на токарно-карусельных станках (3557_35),20.0
Работа на станках с ЧПУ (3542_35),10.0
