,0
"Ответственность , добросовестность (СК) (614_4)",1951.0
Дисциплинированность (СК) (593_4),1191.0
Токарные работы (3473_35),1005.0
"Личные установки и ценности, мировоззрение (2043_4)",930.0
Доводочные операции (3452_35),421.0
Чтение схем/чертежей (ОПТ) (3032_36),249.0
Коммуникабельность (СК) (617_4),231.0
Нарезание резьбы (3451_35),225.0
"Саморазвитие, обучаемость (СК) (604_4)",198.0
Выполнение расточки отверстий (3449_35),175.0
Токарная обработка крупногабаритных деталей (3475_35),170.0
Аккуратность (СК) (575_4),162.0
Кропотливость (СК) (623_4),157.0
Подготовка станков к работе (3512_35),147.0
Внимательность (СК) (536_4),135.0
Высокая работоспособность (СК) (586_4),129.0
Соблюдение правил охраны труда (ОПТ) (3790_36),72.0
Использование контрольно-измерительных инструментов (3479_35),52.0
Работа на станках 16к20 (3524_35),50.0
Фрезерование (3469_35),49.0
Нравственность (СК) (622_4),39.0
Трудолюбие (СК) (597_4),39.0
Работа на станках ДИП (3523_35),30.0
Работа на токарно-расточных станках (3560_35),28.0
Работы на токарно-карусельных станках (3557_35),12.0
Работа на станках с ЧПУ (3542_35),9.0
Технология механообработки (3506_35),7.0
