,0
"Личные установки и ценности, мировоззрение (2043_4)",1380.0
"Ответственность , добросовестность (СК) (614_4)",782.0
Токарные работы (3473_35),698.0
Внимательность (СК) (536_4),672.0
Чтение схем/чертежей (ОПТ) (3032_36),657.0
Аккуратность (СК) (575_4),611.0
Работа на станках 16к20 (3524_35),500.0
Высокая работоспособность (СК) (586_4),448.0
Работа на станках ДИП (3523_35),329.0
Доводочные операции (3452_35),250.0
Нарезание резьбы (3451_35),217.0
Выполнение расточки отверстий (3449_35),214.0
Использование контрольно-измерительных инструментов (3479_35),167.0
Фрезерование (3469_35),167.0
Подготовка станков к работе (3512_35),113.0
Кропотливость (СК) (623_4),108.0
Дисциплинированность (СК) (593_4),104.0
Работа на токарно-расточных станках (3560_35),89.0
Работы на токарно-карусельных станках (3557_35),70.0
Токарная обработка крупногабаритных деталей (3475_35),58.0
Работа на станках с ЧПУ (3542_35),36.0
"Саморазвитие, обучаемость (СК) (604_4)",23.0
Нравственность (СК) (622_4),19.0
Коммуникабельность (СК) (617_4),17.0
Технология механообработки (3506_35),10.0
Соблюдение правил охраны труда (ОПТ) (3790_36),9.0
Трудолюбие (СК) (597_4),7.0
