,0
"Личные установки и ценности, мировоззрение (2043_4)",1150.0
Чтение схем/чертежей (ОПТ) (3032_36),762.0
Работа на станках 16к20 (3524_35),609.0
Токарные работы (3473_35),549.0
Работа на станках ДИП (3523_35),328.0
Выполнение расточки отверстий (3449_35),194.0
Использование контрольно-измерительных инструментов (3479_35),184.0
Доводочные операции (3452_35),164.0
Нарезание резьбы (3451_35),150.0
"Ответственность , добросовестность (СК) (614_4)",137.0
Токарная обработка крупногабаритных деталей (3475_35),128.0
Кропотливость (СК) (623_4),124.0
Работа на токарно-расточных станках (3560_35),117.0
Фрезерование (3469_35),89.0
Работы на токарно-карусельных станках (3557_35),86.0
Высокая работоспособность (СК) (586_4),51.0
Подготовка станков к работе (3512_35),51.0
Дисциплинированность (СК) (593_4),44.0
Внимательность (СК) (536_4),32.0
Технология механообработки (3506_35),31.0
Работа на станках с ЧПУ (3542_35),29.0
"Саморазвитие, обучаемость (СК) (604_4)",17.0
Аккуратность (СК) (575_4),13.0
Коммуникабельность (СК) (617_4),12.0
Нравственность (СК) (622_4),10.0
Трудолюбие (СК) (597_4),4.0
Соблюдение правил охраны труда (ОПТ) (3790_36),3.0
