,0
"Ответственность , добросовестность (СК) (614_4)",308.0
"Личные установки и ценности, мировоззрение (2043_4)",206.0
Дисциплинированность (СК) (593_4),192.0
Укладка плитки (250_10),127.0
"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",124.0
Подготовка к облицовке плиткой (815_10),69.0
Пунктуальность (СК) (612_4),43.0
Аккуратность (СК) (575_4),42.0
Командность (СК) (1371_4),39.0
Высокая работоспособность (СК) (586_4),32.0
Коммуникабельность (СК) (617_4),26.0
Трудолюбие (СК) (597_4),18.0
Нравственность (СК) (622_4),15.0
Выполнение ремонтных работ (ОПТ) (8285_36),14.0
Внимательность (СК) (536_4),12.0
