,0
"Ответственность , добросовестность (СК) (614_4)",221.0
Дисциплинированность (СК) (593_4),174.0
"Личные установки и ценности, мировоззрение (2043_4)",121.0
Укладка плитки (250_10),115.0
Аккуратность (СК) (575_4),104.0
Пунктуальность (СК) (612_4),59.0
"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",58.0
Коммуникабельность (СК) (617_4),36.0
Высокая работоспособность (СК) (586_4),34.0
Командность (СК) (1371_4),33.0
Подготовка к облицовке плиткой (815_10),29.0
Выполнение ремонтных работ (ОПТ) (8285_36),19.0
Нравственность (СК) (622_4),19.0
Трудолюбие (СК) (597_4),14.0
Внимательность (СК) (536_4),13.0
