,0
"Ответственность , добросовестность (СК) (614_4)",379.0
Дисциплинированность (СК) (593_4),262.0
"Личные установки и ценности, мировоззрение (2043_4)",236.0
Укладка плитки (250_10),174.0
Аккуратность (СК) (575_4),167.0
"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",125.0
Пунктуальность (СК) (612_4),70.0
Высокая работоспособность (СК) (586_4),67.0
Коммуникабельность (СК) (617_4),63.0
Подготовка к облицовке плиткой (815_10),60.0
Командность (СК) (1371_4),54.0
Нравственность (СК) (622_4),39.0
Выполнение ремонтных работ (ОПТ) (8285_36),37.0
Трудолюбие (СК) (597_4),29.0
Внимательность (СК) (536_4),25.0
