,0
"Ответственность , добросовестность (СК) (614_4)",95.0
Дисциплинированность (СК) (593_4),65.0
Укладка плитки (250_10),62.0
"Личные установки и ценности, мировоззрение (2043_4)",61.0
"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",37.0
Аккуратность (СК) (575_4),28.0
Командность (СК) (1371_4),16.0
Высокая работоспособность (СК) (586_4),14.0
Подготовка к облицовке плиткой (815_10),13.0
Пунктуальность (СК) (612_4),7.0
Трудолюбие (СК) (597_4),5.0
Нравственность (СК) (622_4),5.0
Коммуникабельность (СК) (617_4),3.0
Внимательность (СК) (536_4),3.0
Выполнение ремонтных работ (ОПТ) (8285_36),2.0
